Fecha Dia/Mes/Año,Grupo de Maquinas,Maquina,Causa,No,# Operador,Turno,Articulo (MK),Calibre,Tipo,Metal,Tiempo Hrs
6/20/19,ENCINTADO NOMEX,NOMEX 4,Cambio de Carrete Take-Up,38,145365,1,MKs066,91X300,CDN,CU,0.67
6/20/19,ENCINTADO NOMEX,NOMEX 4,Cambio de Carrete Take-Up,38,71151,2,MKr187,64X162,FD,CU,0.08
6/20/19,ENCINTADO NOMEX,NOMEX 4,Cambio de Carrete Take-Up,38,71151,3,MKo928,64X114,CDN,CU,0.25
6/20/19,ENCINTADO NOMEX,NOMEX 5,Cambio de Carrete Take-Up,38,122771,1,MKs066,91X300,CDN,CU,0.25
6/20/19,ENCINTADO NOMEX,NOMEX 5,Cambio de Carrete Take-Up,38,47956,2,MKr187,64X162,FD,CU,0.47
6/20/19,ENCINTADO NOMEX,NOMEX 5,Cambio de Carrete Take-Up,38,71151,3,MKo928,64X114,CDN,CU,0.4
6/20/19,ENCINTADO NOMEX,NOMEX 6,Cambio de Carrete Take-Up,38,156873,2,MKr187,64X162,FD,CU,0.75
6/20/19,ENCINTADO NOMEX,NOMEX 6,Cambio de Carrete Take-Up,38,54858,1,MKs066,91X300,CDN,CU,0.6
6/20/19,ENCINTADO NOMEX,NOMEX 7,Cambio de Carrete Take-Up,38,33572,3,MKo928,64X114,CDN,CU,0.27
6/20/19,ENCINTADO NOMEX,NOMEX 7,Cambio de Carrete Take-Up,38,60637,2,MKr187,64X162,FD,CU,0.6
6/20/19,ENCINTADO NOMEX,NOMEX 7,Cambio de Carrete Take-Up,38,73558,1,MKs066,91X300,CDN,CU,0.45
6/20/19,ENCINTADO NOMEX,POURTIER,Cambio de Carrete Take-Up,38,124335,2,MKr187,64X162,FD,CU,0.65
6/20/19,ENCINTADO NOMEX,POURTIER,Cambio de Carrete Take-Up,38,31242,1,MKs066,91X300,CDN,CU,0.6
6/21/19,ESTIRADO GRUESO MAGNETO,KIESELST,Cambio de Carrete Take-Up,38,123030,1,MKj877,91x410,SUAVE,CU,0.16
6/21/19,ESTIRADO GRUESO MAGNETO,KIESELST,Cambio de Carrete Take-Up,38,127232,2,MKj877,91x410,SUAVE,CU,0.16
6/21/19,ESTIRADO GRUESO MAGNETO,KIESELST,Cambio de Carrete Take-Up,38,25242,3,MKr197,114X325,FD,CU,0.16
6/21/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,51657,2,MKj877,91x410,SUAVE,CU,0.3
6/21/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,85014,1,MKj877,91x410,SUAVE,CU,0.05
6/21/19,Devanado y Empaque,MR 1,Cambio de Carrete Take-Up,38,135167,3,MKr197,114X325,FD,CU,0.34
6/21/19,Devanado y Empaque,MR 1,Cambio de Carrete Take-Up,38,42405,1,MKj877,91x410,SUAVE,CU,0.32
6/21/19,Devanado y Empaque,MR 1,Cambio de Carrete Take-Up,38,8283,2,MKj877,91x410,SUAVE,CU,0.05
6/21/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,9730,1,MKj877,91x410,SUAVE,CU,0.19
6/21/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,9734,2,MKj877,91x410,SUAVE,CU,0.17
6/21/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Cambio de Carrete Take-Up,38,124129,2,MKi289,95X340,1CAPI,CU,0.25
6/21/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Cambio de Carrete Take-Up,38,8314,1,MKi289,95X340,1CAPI,CU,0.16
6/21/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Cambio de Carrete Take-Up,38,92718,3,MKi289,95X340,1CAPI,CU,0.41
6/21/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Cambio de Carrete Take-Up,38,109410,3,MKi289,95X340,1CAPI,CU,0.85
6/21/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Cambio de Carrete Take-Up,38,4963,1,MKi289,95X340,1CAPI,CU,0.4
6/21/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Cambio de Carrete Take-Up,38,54153,2,MKi289,95X340,1CAPI,CU,0.85
6/21/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,85143,1,MKm738,144X410,AL SUA,VE AL,0.53
6/21/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,85143,2,MKo735,102X102,CDN AL,AL,0.23
6/21/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,85350,3,MKr197,114X325,FD,CU,0.48
6/21/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,69586,1,MKj877,91x410,SUAVE,CU,0.62
6/21/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,93044,2,MKo735,102X102,CDN AL,AL,0.65
6/21/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,93277,3,MKr197,114X325,FD,CU,0.32
6/21/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,173274,1,MKu130,70X421,DCD,CU,0.49
6/21/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,173274,2,MKu130,70X421,DCD,CU,0.27
6/21/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,173274,3,MKu130,70X421,DCD,CU,0.3
6/21/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,173274,1,MKu130,70X421,DCD,CU,0.45
6/21/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,173274,2,MKu130,70X421,DCD,CU,0.43
6/21/19,ENCINTADO NOMEX,NOMEX 1,Cambio de Carrete Take-Up,38,153501,2,MKi118,128X456,CDN,CU,0.7
6/21/19,ENCINTADO NOMEX,NOMEX 2,Cambio de Carrete Take-Up,38,152852,2,MKi118,128X456,CDN,CU,0.5
6/21/19,ENCINTADO NOMEX,NOMEX 2,Cambio de Carrete Take-Up,38,59031,1,MKn734,124X330,2CA,AL,0.4
6/21/19,ENCINTADO NOMEX,NOMEX 3,Cambio de Carrete Take-Up,38,123028,2,MKi118,128X456,CDN,CU,0.75
6/21/19,ENCINTADO NOMEX,NOMEX 3,Cambio de Carrete Take-Up,38,51553,1,MKn734,124X330,2CA,AL,0.67
6/21/19,ENCINTADO NOMEX,NOMEX 4,Cambio de Carrete Take-Up,38,145365,1,MKo928,64X114,CDN,CU,0.58
6/21/19,ENCINTADO NOMEX,NOMEX 4,Cambio de Carrete Take-Up,38,47956,2,MKi118,128X456,CDN,CU,0.3
6/21/19,ENCINTADO NOMEX,NOMEX 5,Cambio de Carrete Take-Up,38,122771,1,MKo928,64X114,CDN,CU,0.47
6/21/19,ENCINTADO NOMEX,NOMEX 5,Cambio de Carrete Take-Up,38,71151,2,MKi118,128X456,CDN,CU,0.45
6/21/19,ENCINTADO NOMEX,NOMEX 6,Cambio de Carrete Take-Up,38,156873,2,MKi118,128X456,CDN,CU,0.47
6/21/19,ENCINTADO NOMEX,NOMEX 6,Cambio de Carrete Take-Up,38,54858,1,MKn737,133X329,2CA,AL,0.48
6/21/19,ENCINTADO NOMEX,NOMEX 7,Cambio de Carrete Take-Up,38,60637,2,MKi118,128X456,CDN,CU,0.63
6/21/19,ENCINTADO NOMEX,NOMEX 7,Cambio de Carrete Take-Up,38,73558,1,MKn737,133X329,2CA,AL,0.42
6/21/19,ENCINTADO NOMEX,POURTIER,Cambio de Carrete Take-Up,38,124335,2,MKi118,128X456,CDN,CU,0.75
6/21/19,ENCINTADO NOMEX,POURTIER,Cambio de Carrete Take-Up,38,31242,1,MKn737,133X329,2CA,AL,0.35
6/22/19,ESTIRADO GRUESO MAGNETO,KIESELST,Cambio de Carrete Take-Up,38,123030,1,MKkt71,118X492,FD,CU,0.24
6/22/19,ESTIRADO GRUESO MAGNETO,KIESELST,Cambio de Carrete Take-Up,38,127232,3,MKn815,144X289,FD,CU,0.16
6/22/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,51657,2,MKkt71,118X492,FD,CU,0.05
6/22/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,85014,3,MKn815,144X289,FD,CU,0.32
6/22/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,88090,1,MKkt71,118X492,FD,CU,0.4
6/22/19,Devanado y Empaque,MR 1,Cambio de Carrete Take-Up,38,42405,1,MKkt71,118X492,FD,CU,0.16
6/22/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,78495,1,MKkt71,118X492,FD,CU,0.3
6/22/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,9730,3,MKn815,144X289,FD,CU,0.3
6/22/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Cambio de Carrete Take-Up,38,124129,1,MKkt71,118X492,FD,CU,0.26
6/22/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Cambio de Carrete Take-Up,38,124129,3,MKn815,144X289,FD,CU,0.47
6/22/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Cambio de Carrete Take-Up,38,4963,1,MKkt71,118X492,FD,CU,0.47
6/22/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,8335,3,MKn815,144X289,FD,CU,0.29
6/22/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,85143,1,MKkt71,118X492,FD,CU,0.2
6/22/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,85143,2,MKkt71,118X492,FD,CU,0.5
6/22/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,69586,1,MKkt71,118X492,FD,CU,0.77
6/22/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,93044,2,MKkt71,118X492,FD,CU,0.52
6/22/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,93044,3,MKn815,144X289,FD,CU,0.82
6/22/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,173274,1,MKkt71,118X492,FD,CU,0.17
6/22/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,33572,2,MKkt71,118X492,FD,CU,0.5
6/22/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,33572,3,MKn815,144X289,FD,CU,0.59
6/22/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,173274,1,MKkt71,118X492,FD,CU,0.68
6/22/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,335272,2,MKkt71,118X492,FD,CU,0.37
6/22/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,33572,3,MKn815,144X289,FD,CU,0.5
6/22/19,ENCINTADO NOMEX,NOMEX 1,Cambio de Carrete Take-Up,38,159949,1,MKkt71,118X492,FD,CU,0.4
6/22/19,ENCINTADO NOMEX,NOMEX 1,Cambio de Carrete Take-Up,38,159949,2,MKn728,81X229,2CA,AL,0.4
6/22/19,ENCINTADO NOMEX,NOMEX 2,Cambio de Carrete Take-Up,38,152852,2,MKn728,81X229,2CA,AL,0.65
6/22/19,ENCINTADO NOMEX,NOMEX 3,Cambio de Carrete Take-Up,38,123028,2,MKn728,81X229,2CA,AL,0.77
6/22/19,ENCINTADO NOMEX,NOMEX 3,Cambio de Carrete Take-Up,38,51553,1,MKkt71,118X492,FD,CU,0.67
6/22/19,ENCINTADO NOMEX,NOMEX 4,Cambio de Carrete Take-Up,38,145365,2,MKn728,81X229,2CA,AL,0.33
6/22/19,ENCINTADO NOMEX,NOMEX 4,Cambio de Carrete Take-Up,38,47956,1,MKkt71,118X492,FD,CU,0.32
6/22/19,ENCINTADO NOMEX,NOMEX 5,Cambio de Carrete Take-Up,38,122771,1,MKkt71,118X492,FD,CU,0.25
6/22/19,ENCINTADO NOMEX,NOMEX 5,Cambio de Carrete Take-Up,38,145365,2,MKn728,81X229,2CA,AL,0.33
6/22/19,ENCINTADO NOMEX,NOMEX 6,Cambio de Carrete Take-Up,38,54858,1,MKkt71,118X492,FD,CU,0.7
6/22/19,ENCINTADO NOMEX,NOMEX 6,Cambio de Carrete Take-Up,38,54858,2,MKn728,81X229,2CA,AL,0.4
6/22/19,ENCINTADO NOMEX,NOMEX 7,Cambio de Carrete Take-Up,38,60637,2,MKn728,81X229,2CA,AL,0.37
6/22/19,ENCINTADO NOMEX,NOMEX 7,Cambio de Carrete Take-Up,38,73558,1,MKkt71,118X492,FD,CU,0.25
6/22/19,ENCINTADO NOMEX,POURTIER,Cambio de Carrete Take-Up,38,31242,1,MKkt71,118X492,FD,CU,0.43
6/23/19,ESTIRADO GRUESO MAGNETO,KIESELST,Cambio de Carrete Take-Up,38,123030,2,MKu130,70X421,DCD,CU,0.08
6/23/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,5167,2,MKu130,70X421,DCD,CU,0.2
6/23/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,85014,3,MKi289,95X340,1CAPI,CU,0.33
6/23/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,88090,1,MKm104,114X458,SUAVE,CU,0.4
6/23/19,Devanado y Empaque,MR 1,Cambio de Carrete Take-Up,38,42405,2,MKu130,70X421,DCD,CU,0.08
6/23/19,Devanado y Empaque,MR 1,Cambio de Carrete Take-Up,38,42405,3,MKi289,95X340,1CAPI,CU,0.16
6/23/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,78495,1,MKm104,114X458,SUAVE,CU,0.4
6/23/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,78495,2,MKu130,70X421,DCD,CU,0.3
6/23/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,9730,3,MKi289,95X340,1CAPI,CU,0.51
6/23/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Cambio de Carrete Take-Up,38,4963,3,MKi289,95X340,1CAPI,CU,0.32
6/23/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Cambio de Carrete Take-Up,38,54153,1,MKu130,70X421,DCD,CU,0.85
6/23/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,8335,2,MKu130,70X421,DCD,CU,0.2
6/23/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,85143,1,MKm104,114X458,SUAVE,CU,0.23
6/23/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,69586,3,MKi289,95X340,1CAPI,CU,0.84
6/23/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,85350,2,MKu130,70X421,DCD,CU,0.32
6/23/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,62743,2,MKu130,70X421,DCD,CU,0.75
6/23/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,8312,3,MKi289,95X340,1CAPI,CU,0.5
6/23/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,93277,1,MKm104,114X458,SUAVE,CU,0.51
6/23/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,62743,2,MKu130,70X421,DCD,CU,0.59
6/23/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,8312,3,MKi289,95X340,1CAPI,CU,0.34
6/23/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,93277,1,MKm104,114X458,SUAVE,CU,0.32
6/23/19,ENCINTADO NOMEX,POURTIER,Cambio de Carrete Take-Up,38,124335,1,MKu130,70X421,DCD,CU,0.75
6/24/19,ESTIRADO GRUESO MAGNETO,KIESELST,Cambio de Carrete Take-Up,38,123030,3,MKa110,87X150,FD,CU,0.08
6/24/19,ESTIRADO GRUESO MAGNETO,KIESELST,Cambio de Carrete Take-Up,38,123030,3,MKo503,81X229,FD,CU,0.08
6/24/19,ESTIRADO GRUESO MAGNETO,KIESELST,Cambio de Carrete Take-Up,38,127232,1,MKp008,69X229TR,1/2D T,r  CU,0.08
6/24/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,59587,2,MKkt71,118X492,FD,CU,0.22
6/24/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,85014,3,MKku07,118X512,FD,CU,0.08
6/24/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,88090,1,MKf754,76X390TR,1/2D T,r  CU,0.32
6/24/19,Devanado y Empaque,MR 1,Cambio de Carrete Take-Up,38,135167,2,MKkt71,118X492,FD,CU,0.34
6/24/19,Devanado y Empaque,MR 1,Cambio de Carrete Take-Up,38,42405,3,MKa110,87X150,FD,CU,0.08
6/24/19,Devanado y Empaque,MR 1,Cambio de Carrete Take-Up,38,8283,1,MKl527,4.1X4.1,PTD/AI,CU,0.05
6/24/19,Devanado y Empaque,MR 2,Cambio de Carrete Take-Up,38,47959,1,MKp008,69X229TR,1/2D T,r  CU,0.25
6/24/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,46764,2,MKkt71,118X492,FD,CU,0.16
6/24/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,78495,1,MKp008,69X229TR,1/2D T,r  CU,0.3
6/24/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,9730,3,MKa110,87X150,FD,CU,0.33
6/24/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Cambio de Carrete Take-Up,38,124129,1,MKn734,124X330,2CA,AL,0.26
6/24/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Cambio de Carrete Take-Up,38,8314,3,MKn727,79X306,2CA,AL,0.32
6/24/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Cambio de Carrete Take-Up,38,92718,2,MKn729,102X258,2CA,AL,0.42
6/24/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Cambio de Carrete Take-Up,38,124129,2,MKn729,102X258,2CA,AL,0.13
6/24/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Cambio de Carrete Take-Up,38,4963,3,MKn727,79X306,2CA,AL,0.52
6/24/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Cambio de Carrete Take-Up,38,54153,1,MKn734,124X330,2CA,AL,0.93
6/24/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,114984,1,MKn734,124X330,2CA,AL,0.54
6/24/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,8335,3,MKn727,79X306,2CA,AL,0.4
6/24/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,85350,2,MKn729,102X258,2CA,AL,0.48
6/24/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,69586,3,MKn727,79X306,2CA,AL,0.41
6/24/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,93044,1,MKn734,124X330,2CA,AL,0.65
6/24/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,93277,2,MKn729,102X258,2CA,AL,0.4
6/24/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,8312,1,MKu130,70X421,DCD,CU,0.12
6/24/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,8312,2,MKu130,70X421,DCD,CU,0.15
6/24/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,8312,3,MKu130,70X421,DCD,CU,0.17
6/24/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,62743,1,MKu130,70X421,DCD,CU,0.35
6/24/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,62743,2,MKu130,70X421,DCD,CU,0.18
6/24/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,62743,3,MKu130,70X421,DCD,CU,0.35
6/24/19,ENCINTADO NOMEX,NOMEX 1,Cambio de Carrete Take-Up,38,153501,2,MKn729,102X258,2CA,AL,0.37
6/24/19,ENCINTADO NOMEX,NOMEX 1,Cambio de Carrete Take-Up,38,159949,1,MKn734,124X330,2CA,AL,0.4
6/24/19,ENCINTADO NOMEX,NOMEX 2,Cambio de Carrete Take-Up,38,152852,1,MKn734,124X330,2CA,AL,0.6
6/24/19,ENCINTADO NOMEX,NOMEX 2,Cambio de Carrete Take-Up,38,59031,2,MKn729,102X258,2CA,AL,0.47
6/24/19,ENCINTADO NOMEX,NOMEX 3,Cambio de Carrete Take-Up,38,123028,1,MKn734,124X330,2CA,AL,0.33
6/24/19,ENCINTADO NOMEX,NOMEX 3,Cambio de Carrete Take-Up,38,51553,2,MKn729,102X258,2CA,AL,0.33
6/24/19,ENCINTADO NOMEX,NOMEX 4,Cambio de Carrete Take-Up,38,145365,2,MKn729,102X258,2CA,AL,0.42
6/24/19,ENCINTADO NOMEX,NOMEX 4,Cambio de Carrete Take-Up,38,47959,1,MKn734,124X330,2CA,AL,0.33
6/24/19,ENCINTADO NOMEX,NOMEX 5,Cambio de Carrete Take-Up,38,71151,1,MKn734,124X330,2CA,AL,0.3
6/24/19,ENCINTADO NOMEX,NOMEX 6,Cambio de Carrete Take-Up,38,156873,1,MKn734,124X330,2CA,AL,0.38
6/24/19,ENCINTADO NOMEX,NOMEX 6,Cambio de Carrete Take-Up,38,54858,2,MKn729,102X258,2CA,AL,0.42
6/24/19,ENCINTADO NOMEX,NOMEX 7,Cambio de Carrete Take-Up,38,60637,1,MKn734,124X330,2CA,AL,0.42
6/24/19,ENCINTADO NOMEX,NOMEX 7,Cambio de Carrete Take-Up,38,73558,2,MKn729,102X258,2CA,AL,0.43
6/24/19,ENCINTADO NOMEX,POURTIER,Cambio de Carrete Take-Up,38,124335,1,MKn734,124X330,2CA,AL,0.77
6/24/19,ENCINTADO NOMEX,POURTIER,Cambio de Carrete Take-Up,38,31242,2,MKn729,102X258,2CA,AL,0.37
6/25/19,ESTIRADO GRUESO MAGNETO,KIESELST,Cambio de Carrete Take-Up,38,123030,3,MKn727,79X306,2CA,AL,0.66
6/25/19,ESTIRADO GRUESO MAGNETO,KIESELST,Cambio de Carrete Take-Up,38,127232,1,MKm104,114X458,SUAVE,CU,0.16
6/25/19,ESTIRADO GRUESO MAGNETO,KIESELST,Cambio de Carrete Take-Up,38,25242,2,MKo503,81X229,FD,CU,0.32
6/25/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,59587,2,MKp008,69X229TR,1/2D T,r  CU,0.15
6/25/19,Devanado y Empaque,DECCO,Cambio de Carrete Take-Up,38,85014,3,MKn727,79X306,2CA,AL,0.08
6/25/19,Devanado y Empaque,MR 1,Cambio de Carrete Take-Up,38,135167,2,MKp008,69X229TR,1/2D T,r  CU,0.17
6/25/19,Devanado y Empaque,MR 1,Cambio de Carrete Take-Up,38,42405,3,MKn727,79X306,2CA,AL,0.16
6/25/19,Devanado y Empaque,MR 2,Cambio de Carrete Take-Up,38,47959,1,MKp008,69X229TR,1/2D T,r  CU,0.42
6/25/19,Devanado y Empaque,MR 2,Cambio de Carrete Take-Up,38,47959,2,MKp008,69X229TR,1/2D T,r  CU,0.16
6/25/19,Devanado y Empaque,MR 2,Cambio de Carrete Take-Up,38,8335,3,MKn727,79X306,2CA,AL,0.83
6/25/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,46764,2,MKo503,81X229,FD,CU,0.24
6/25/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,78495,1,MKm104,114X458,SUAVE,CU,0.2
6/25/19,Devanado y Empaque,REDEX,Cambio de Carrete Take-Up,38,9730,3,MKn727,79X306,2CA,AL,0.08
6/25/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Cambio de Carrete Take-Up,38,109410,2,MKo503,81X229,FD,CU,0.68
6/25/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Cambio de Carrete Take-Up,38,124129,1,MKi289,95X340,1CAPI,CU,0.36
6/25/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Cambio de Carrete Take-Up,38,8314,3,MKn727,79X306,2CA,AL,0.49
6/25/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Cambio de Carrete Take-Up,38,4963,3,MKn727,79X306,2CA,AL,0.67
6/25/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Cambio de Carrete Take-Up,38,54153,1,MKi289,95X340,1CAPI,CU,0.49
6/25/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Cambio de Carrete Take-Up,38,92718,2,MKj176,95X340,1CK,CU,0.33
6/25/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,114984,1,MKm104,114X458,SUAVE,CU,0.43
6/25/19,RECTANGULARES  (GPO 11),C. BWE,Cambio de Carrete Take-Up,38,85350,2,MKo503,81X229,FD,CU,0.48
6/25/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,69586,3,MKn727,79X306,2CA,AL,0.48
6/25/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,93044,1,MKm104,114X458,SUAVE,CU,0.56
6/25/19,RECTANGULARES  (GPO 11),C.HOLTON,Cambio de Carrete Take-Up,38,93277,2,MKo503,81X229,FD,CU,0.48
6/25/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,8312,1,MKu129,67X421,DCD,CU,0.29
6/25/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,8312,2,MKu129,67X421,DCD,CU,0.27
6/25/19,RECTANGULARES  (GPO 11),FVIDRIO1,Cambio de Carrete Take-Up,38,8312,3,MKu129,67X421,DCD,CU,0.32
6/25/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,62743,1,MKu129,67X421,DCD,CU,0.1
6/25/19,RECTANGULARES  (GPO 11),FVIDRIO2,Cambio de Carrete Take-Up,38,62743,2,MKu129,67X421,DCD,CU,0.25
6/25/19,ENCINTADO NOMEX,NOMEX 1,Cambio de Carrete Take-Up,38,153501,2,MKn727,79X306,2CA,AL,0.33
6/25/19,ENCINTADO NOMEX,NOMEX 1,Cambio de Carrete Take-Up,38,159949,1,MKi289,95X340,1CAPI,CU,0.37
6/25/19,ENCINTADO NOMEX,NOMEX 2,Cambio de Carrete Take-Up,38,152852,1,MKi289,95X340,1CAPI,CU,0.45
6/25/19,ENCINTADO NOMEX,NOMEX 2,Cambio de Carrete Take-Up,38,59031,2,MKn727,79X306,2CA,AL,0.42
6/25/19,ENCINTADO NOMEX,NOMEX 3,Cambio de Carrete Take-Up,38,123028,1,MKi289,95X340,1CAPI,CU,0.43
6/25/19,ENCINTADO NOMEX,NOMEX 3,Cambio de Carrete Take-Up,38,51553,2,MKn727,79X306,2CA,AL,0.48
6/25/19,ENCINTADO NOMEX,NOMEX 4,Cambio de Carrete Take-Up,38,71151,1,MKo928,64X114,CDN,CU,0.43
6/25/19,ENCINTADO NOMEX,NOMEX 5,Cambio de Carrete Take-Up,38,122771,2,MKn727,79X306,2CA,AL,0.4
6/25/19,ENCINTADO NOMEX,NOMEX 5,Cambio de Carrete Take-Up,38,47956,1,MKo928,64X114,CDN,CU,0.3
