Fecha Dia/Mes/Año,Grupo de Maquinas,Maquina,Causa,No,# Operador,Turno,Articulo (MK),Calibre,Tipo,Metal,Tiempo Hrs
8/23/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,8283,2,MKt811,74X357,1/4 D,CU,0.33
8/23/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,9730,3,MKt811,74X357,1/4 D,CU,0.67
8/23/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,9734,2,MKt811,74X357,1/4 D,CU,0.08
8/23/19,RECTANGULARES  (GPO 11),C.HOLTON,Ajustes en equipo,34,93044,2,MKt811,74X357,1/4 D,CU,1.25
8/24/19,ESTIRADO GRUESO MAGNETO,KIESELST,Ajustes en equipo,34,127232,1,MKh753,51X204,PTD/AI,CU,0.5
8/24/19,Devanado y Empaque,DECCO,Ajustes en equipo,34,85014,1,MKh753,51X204,PTD/AI,CU,0.23
8/24/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,42405,1,MKh753,51X204,PTD/AI,CU,0.25
8/24/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,8283,2,MKn731,114X325,2CA,AL,0.33
8/24/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,78495,1,MKt604,204X434,AL SUA,VE AL,0.38
8/24/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,9730,2,MKn731,114X325,2CA,AL,0.25
8/24/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,9730,3,MKg937,10,FD AL,AL,0.5
8/24/19,RECTANGULARES  (GPO 11),C. BWE,Ajustes en equipo,34,85350,2,MKg937,10,FD AL,AL,0.78
8/24/19,RECTANGULARES  (GPO 11),C.HOLTON,Ajustes en equipo,34,93044,2,MKg937,10,FD AL,AL,0.33
8/25/19,ESTIRADO GRUESO MAGNETO,KIESELST,Ajustes en equipo,34,25242,3,MKt604,204X434,AL SUA,VE AL,0.5
8/25/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,42405,3,MKt604,204X434,AL SUA,VE AL,0.17
8/25/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,62743,2,MKt604,204X434,AL SUA,VE AL,0.67
8/25/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,9730,3,MKt604,204X434,AL SUA,VE AL,0.67
8/25/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Ajustes en equipo,34,124129,1,MKt656,274X432,AL SUA,VE AL,0.33
8/25/19,RECTANGULARES  (GPO 11),C. BWE,Ajustes en equipo,34,85143,2,MKn734,124X330,2CA,AL,0.5
8/26/19,ESTIRADO GRUESO MAGNETO,KIESELST,Ajustes en equipo,34,127232,1,MKt812,89X288,1/4 D,CU,0.5
8/26/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,135167,2,MKo928,64X114,CDN,CU,1.33
8/26/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,42405,3,MKh735,77X267,1CAPI,CU,0.25
8/26/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,8283,1,MKt812,89X288,1/4 D,CU,0.17
8/26/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,9730,3,MKh735,77X267,1CAPI,CU,0.25
8/26/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Ajustes en equipo,34,124129,1,MKh735,77X267,1CAPI,CU,0.37
8/26/19,RECTANGULARES  (GPO 11),C. BWE,Ajustes en equipo,34,8335,3,MKg433,144X288,CDN AL,AL,0.83
8/27/19,ESTIRADO GRUESO MAGNETO,KIESELST,Ajustes en equipo,34,127232,1,MKt811,74X357,1/4 D,CU,0.5
8/27/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,135167,2,MKt820,91X236,1/2D S,B  CU,0.5
8/27/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,42405,3,MKr753,102X408,SUAVE,CU,0.33
8/27/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,62743,2,MKt820,91X236,1/2D S,B  CU,0.5
8/27/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,78495,1,MKt811,74X357,1/4 D,CU,0.73
8/28/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,135167,1,MKl446,3.2X3.2,PTD/AI,CU,0.17
8/28/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,42405,3,MKh573,116X278,1/4 D,CU,0.5
8/28/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,62743,2,MKh573,116X278,1/4 D,CU,0.75
8/28/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,78495,1,MKl698,110X281,1/4 D,CU,0.3
8/29/19,ESTIRADO GRUESO MAGNETO,KIESELST,Ajustes en equipo,34,25242,3,MKt491,77X270,1/2D S,B  CU,0.83
8/29/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,135167,1,MKi289,95X340,1CAPI,CU,0.67
8/29/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,135167,2,MKt812,89X288,1/4 D,CU,0.33
8/29/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,42405,3,MKt491,77X270,1/2D S,B  CU,0.22
8/29/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,62743,2,MKt812,89X288,1/4 D,CU,1.08
8/29/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,9734,1,MKi289,95X340,1CAPI,CU,0.25
8/29/19,RECTANGULARES  (GPO 11),C. BWE,Ajustes en equipo,34,85350,2,MKg434,162X324,CDN AL,AL,1.73
8/29/19,RECTANGULARES  (GPO 11),C.HOLTON,Ajustes en equipo,34,69586,3,MKg427,91X182,CDN AL,AL,0.93
8/29/19,RECTANGULARES  (GPO 11),C.HOLTON,Ajustes en equipo,34,93044,1,MKn743,118X293,2CA,AL,0.25
8/30/19,ESTIRADO GRUESO MAGNETO,KIESELST,Ajustes en equipo,34,127232,1,MKt808,67X278,1/4 D,CU,0.5
8/30/19,RECTANGULARES  (GPO 11),C.HOLTON,Ajustes en equipo,34,93044,1,MKt808,67X278,1/4 D,CU,0.42
8/30/19,ENCINTADO NOMEX,NOMEX 5,Ajustes en equipo,34,47956,1,MKt808,67X278,1/4 D,CU,0.3
8/31/19,Devanado y Empaque,DECCO,Ajustes en equipo,34,9734,3,MKg434,162X324,CDN AL,AL,0.42
8/31/19,Devanado y Empaque,MR 1,Ajustes en equipo,34,8283,1,MKp231,102X456,CDN,CU,0.17
8/31/19,Devanado y Empaque,REDEX,Ajustes en equipo,34,9734,1,MKp231,102X456,CDN,CU,0.33
8/31/19,RECTANGULARES  (GPO 11),C. BWE,Ajustes en equipo,34,8335,3,MKg434,162X324,CDN AL,AL,0.3
1/2/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,8272,2,MKp271,182X456,CDN,CU,2.34
1/2/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,8283,2,MKs275,77X372,1/4 D,CU,0.5
1/2/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,8283,3,MKs275,77X372,1/4 D,CU,0.33
1/2/19,Devanado y Empaque,REDEX,Arranque despues de Paro Progr,20,78495,2,MKs275,77X372,1/4 D,CU,0.17
1/2/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,124129,2,MKs275,77X372,1/4 D,CU,0.62
1/2/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,71292,3,MKs275,77X372,1/4 D,CU,1
1/2/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,8314,1,MKh735,77X267,1CAPI,CU,0.58
1/2/19,RECTANGULARES  (GPO 11),C. BWE,Arranque despues de Paro Progr,20,85143,1,MKn741,150X504,2CA,AL,0.66
1/2/19,RECTANGULARES  (GPO 11),C.HOLTON,Arranque despues de Paro Progr,20,69586,1,MKn741,150X504,2CA,AL,0.67
1/3/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,119186,2,MKi289,95X340,1CAPI,CU,0.75
1/3/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,25242,1,MKkt98,79X295,FD,CU,0.75
1/3/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,127232,3,MKi289,95X340,1CAPI,CU,1
1/3/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,59587,2,MKi289,95X340,1CAPI,CU,0.78
1/3/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,85014,1,MKn815,144X289,FD,CU,1.33
1/3/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,135167,3,MKi289,95X340,1CAPI,CU,1.67
1/3/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,8283,2,MKi289,95X340,1CAPI,CU,1
1/3/19,Devanado y Empaque,REDEX,Arranque despues de Paro Progr,20,9730,2,MKi289,95X340,1CAPI,CU,0.58
1/3/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,92718,3,MKi289,95X340,1CAPI,CU,0.85
1/4/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,25242,1,MKp270,162X512,CDN,CU,1.66
1/4/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,127232,3,MKt347,4.5X8,PTD/AI,CU,1
1/4/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,85014,1,MKp270,162X512,CDN,CU,3.08
1/4/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,135167,3,MKt347,4.5X8,PTD/AI,CU,0.92
1/4/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,42405,1,MKp270,162X512,CDN,CU,1.17
1/4/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,92718,3,MKt347,4.5X8,PTD/AI,CU,0.33
1/4/19,RECTANGULARES  (GPO 11),C.HOLTON,Arranque despues de Paro Progr,20,69586,1,MKp270,162X512,CDN,CU,0.45
1/5/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,119183,3,MKg449,182x364,SUAVE,CU,1.5
1/5/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,85014,3,MKn731,114X325,2CA,AL,1
1/5/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,42405,1,MKo503,81X229,FD,CU,1
1/5/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,8283,2,MKf851,114x228,CDN,CU,0.5
1/5/19,Devanado y Empaque,REDEX,Arranque despues de Paro Progr,20,9730,1,MKf851,114x228,CDN,CU,0.67
1/5/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,71292,3,MKn734,124X330,2CA,AL,1.38
1/6/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,123030,1,MKf754,76X390TR,1/2D T,r  CU,0.83
1/6/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,59587,1,MKf754,76X390TR,1/2D T,r  CU,0.83
1/6/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,85014,3,MKn737,133X329,2CA,AL,0.67
1/6/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,42405,3,MKn737,133X329,2CA,AL,1
1/6/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,124129,1,MKn728,81X229,2CA,AL,0.94
1/6/19,ENCINTADO NOMEX,NOMEX 6,Arranque despues de Paro Progr,20,31242,2,MKn737,133X329,2CA,AL,0.17
1/7/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,25242,3,MKn736,130X350,2CA,AL,1.58
1/7/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,127232,2,MKp001,81X258,FD,CU,1
1/7/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,59587,1,MKg384,162X324,CDN,CU,2
1/7/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,135167,2,MKp001,81X258,FD,CU,0.33
1/7/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,42405,3,MKn736,130X350,2CA,AL,0.5
1/7/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,8283,1,MKg384,162X324,CDN,CU,0.5
1/7/19,Devanado y Empaque,MR 2,Arranque despues de Paro Progr,20,47959,1,MKf754,76X390TR,1/2D T,r  CU,1
1/7/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,54153,1,MKi289,95X340,1CAPI,CU,1
1/7/19,RECTANGULARES  (GPO 11),C.HOLTON,Arranque despues de Paro Progr,20,69586,3,MKn736,130X350,2CA,AL,0.4
1/8/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,119183,1,MKb256,54x266,FD,CU,0.67
1/8/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,119183,1,MKb256,54x266,FD,CU,0.92
1/8/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,123030,2,MKn559,121X325,IMD,CU,0.92
1/8/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,25242,3,MKn559,121X325,IMD,CU,0.83
1/8/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,59587,1,MKb256,54x266,FD,CU,2.5
1/8/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,85014,3,MKn559,121X325,IMD,CU,1.5
1/8/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,135167,2,MKb256,54x266,FD,CU,0.66
1/8/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,42405,3,MKn559,121X325,IMD,CU,1
1/8/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,8283,1,MKb256,54x266,FD,CU,0.5
1/8/19,Devanado y Empaque,MR 2,Arranque despues de Paro Progr,20,47959,1,MKb256,54x266,FD,CU,1
1/8/19,Devanado y Empaque,REDEX,Arranque despues de Paro Progr,20,9730,1,MKb256,54x266,FD,CU,1.61
1/8/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Arranque despues de Paro Progr,20,8314,3,MKn559,121X325,IMD,CU,0.58
1/8/19,RECTANGULARES  (GPO 11),C. BWE,Arranque despues de Paro Progr,20,47489,1,MKb256,54x266,FD,CU,1.83
1/8/19,RECTANGULARES  (GPO 11),C. BWE,Arranque despues de Paro Progr,20,85143,3,MKn559,121X325,IMD,CU,0.5
1/8/19,ENCINTADO NOMEX,NOMEX 4,Arranque despues de Paro Progr,20,137941,2,MKn559,121X325,IMD,CU,0.17
1/8/19,ENCINTADO NOMEX,NOMEX 7,Arranque despues de Paro Progr,20,145365,3,MKn559,121X325,IMD,CU,0.17
1/9/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,119183,1,MKf754,76X390TR,1/2D T,r  CU,0.75
1/9/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,123030,2,MKl527,4.1X4.1,PTD/AI,CU,0.75
1/9/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,25242,3,MKe412,87X315,1/4 D,CU,0.5
1/9/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,127232,2,MKt458,60X212,1/2D S,B  CU,0.5
1/9/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,59587,1,MKn044,112X279,1CAPI,CU,2.07
1/9/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,135167,2,MKl527,4.1X4.1,PTD/AI,CU,0.67
1/9/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,42405,3,MKi289,95X340,1CAPI,CU,0.5
1/9/19,Devanado y Empaque,MR 2,Arranque despues de Paro Progr,20,47959,1,MKf754,76X390TR,1/2D T,r  CU,0.75
1/9/19,Devanado y Empaque,REDEX,Arranque despues de Paro Progr,20,9730,1,MKf754,76X390TR,1/2D T,r  CU,1.75
1/9/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Arranque despues de Paro Progr,20,8314,3,MKn044,112X279,1CAPI,CU,0.25
1/9/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,54153,1,MKn044,112X279,1CAPI,CU,0.75
1/9/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,71292,2,MKn044,112X279,1CAPI,CU,0.72
1/9/19,ENCINTADO NOMEX,NOMEX 6,Arranque despues de Paro Progr,20,124335,2,MKn731,114X325,2CA,AL,0.25
1/9/19,ENCINTADO NOMEX,NOMEX 7,Arranque despues de Paro Progr,20,145365,3,MKi647,157X374,CDN AL,AL,0.1
1/10/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,119183,1,MKt464,107X270,1/2D S,B  CU,1.17
1/10/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,123030,2,MKs328,91X204,CDN,CU,1.17
1/10/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,62743,3,MKn044,112X279,1CAPI,CU,1
1/10/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,85014,3,MKn044,112X279,1CAPI,CU,1.58
1/10/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,135167,2,MKo507,114X162,FD,CU,0.42
1/10/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,8283,1,MKs375,94X367,1CK,CU,1.67
1/10/19,Devanado y Empaque,MR 2,Arranque despues de Paro Progr,20,47959,1,MKs375,94X367,1CK,CU,1.58
1/10/19,Devanado y Empaque,REDEX,Arranque despues de Paro Progr,20,9730,1,MKs375,94X367,1CK,CU,0.58
1/10/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,54153,1,MKn044,112X279,1CAPI,CU,0.17
1/10/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,71292,2,MKn044,112X279,1CAPI,CU,0.79
1/10/19,RECTANGULARES  (GPO 11),C.HOLTON,Arranque despues de Paro Progr,20,69586,3,MKn685,124x148,CDN AL,AL,0.67
1/11/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,119183,1,MKt120,144X410,FD,CU,0.94
1/11/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,123030,2,MKo962,81X365,SUAVE,CU,0.91
1/11/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,25242,3,MKo962,81X365,SUAVE,CU,1
1/11/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,127232,2,MKo962,81X365,SUAVE,CU,1.09
1/11/19,Devanado y Empaque,REDEX,Arranque despues de Paro Progr,20,78495,1,MKt120,144X410,FD,CU,0.83
1/11/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,54153,1,MKn730,102X271,2CA,AL,0.51
1/11/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,71292,2,MKn730,102X271,2CA,AL,0.85
1/12/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,119183,1,MKo436,72X352,1/4 D,CU,0.48
1/12/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,59587,3,MKn743,118X293,2CA,AL,2.9
1/12/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,8283,1,MKo436,72X352,1/4 D,CU,0.5
1/12/19,Devanado y Empaque,REDEX,Arranque despues de Paro Progr,20,9730,3,MKn743,118X293,2CA,AL,0.67
1/12/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,54153,3,MKn743,118X293,2CA,AL,0.85
1/12/19,ENCINTADO NOMEX,NOMEX 1,Arranque despues de Paro Progr,20,47956,2,MKku01,79X413,FD,CU,0.25
1/13/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,119183,2,MKo436,72X352,1/4 D,CU,1
1/13/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,119183,3,MKo436,72X352,1/4 D,CU,0.17
1/13/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,59587,3,MKo436,72X352,1/4 D,CU,1.6
1/13/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,85014,2,MKo436,72X352,1/4 D,CU,0.67
1/13/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,8272,1,MKo436,72X352,1/4 D,CU,0.83
1/13/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,8283,3,MKo436,72X352,1/4 D,CU,0.5
1/13/19,Devanado y Empaque,REDEX,Arranque despues de Paro Progr,20,9730,3,MKo436,72X352,1/4 D,CU,0.6
1/13/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,54153,3,MKn733,118X426,2CA,AL,0.51
1/13/19,ENCINTADO NOMEX,NOMEX 2,Arranque despues de Paro Progr,20,152852,3,MKn733,118X426,2CA,AL,0.17
1/13/19,ENCINTADO NOMEX,NOMEX 5,Arranque despues de Paro Progr,20,71151,3,MKn733,118X426,2CA,AL,0.17
1/14/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,123030,1,MKu113,102x580,SUAVE,CU,0.83
1/14/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,25242,2,MKh578,79X157,PTD/AI,CU,1.66
1/14/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,127232,1,MKu113,102x580,SUAVE,CU,1.47
1/14/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,59587,3,MKh578,79X157,PTD/AI,CU,1.67
1/14/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,85014,2,MKp271,182X456,CDN,CU,1.23
1/14/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,135167,1,MKu113,102x580,SUAVE,CU,0.42
1/14/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,54153,3,MKh578,79X157,PTD/AI,CU,0.92
1/14/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,71292,1,MKn743,118X293,2CA,AL,0.91
1/14/19,ENCINTADO NOMEX,NOMEX 1,Arranque despues de Paro Progr,20,47956,1,MKn743,118X293,2CA,AL,0.41
1/15/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,119183,3,MKn460,144X144,CDN AL,AL,0.83
1/15/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,25242,2,MKt464,107X270,1/2D S,B  CU,0.5
1/15/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,127232,1,MKt464,107X270,1/2D S,B  CU,1
1/15/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,59587,3,MKn460,144X144,CDN AL,AL,1.83
1/15/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,85014,2,MKt464,107X270,1/2D S,B  CU,1.95
1/15/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,135167,1,MKt464,107X270,1/2D S,B  CU,0.83
1/15/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,42405,2,MKt464,107X270,1/2D S,B  CU,1.5
1/15/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,8272,3,MKn460,144X144,CDN AL,AL,1
1/15/19,RECTANGULARES  (GPO 11),C. BWE,Arranque despues de Paro Progr,20,8335,3,MKn460,144X144,CDN AL,AL,0.67
1/15/19,ENCINTADO NOMEX,NOMEX 7,Arranque despues de Paro Progr,20,123028,2,MKn460,144X144,CDN AL,AL,0.25
1/16/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,123030,1,MKo961,144X365,SUAVE,CU,1.33
1/16/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,127232,1,MKo961,144X365,SUAVE,CU,1
1/16/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,51657,2,MKt466,85X366,1/4 D,CU,0.83
1/16/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,59587,3,MKs289,182X228,CDN,CU,1.85
1/16/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,135167,1,MKo961,144X365,SUAVE,CU,0.5
1/16/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,42405,2,MKt466,85X366,1/4 D,CU,1.5
1/16/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,54153,3,MKs289,182X228,CDN,CU,0.68
1/16/19,RECTANGULARES  (GPO 11),C.HOLTON,Arranque despues de Paro Progr,20,69586,2,MKg434,162X324,CDN AL,AL,0.33
1/17/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,123030,1,MKt471,106X274,1/2D S,B  CU,0.58
1/17/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,25242,2,MKt471,106X274,1/2D S,B  CU,0.67
1/17/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,85014,2,MKt471,106X274,1/2D S,B  CU,1.3
1/17/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,42405,2,MKt471,106X274,1/2D S,B  CU,0.5
1/17/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,8283,3,MKn044,112X279,1CAPI,CU,0.5
1/17/19,Devanado y Empaque,REDEX,Arranque despues de Paro Progr,20,78495,3,MKn044,112X279,1CAPI,CU,0.48
1/17/19,Devanado y Empaque,REDEX,Arranque despues de Paro Progr,20,9734,1,MKt471,106X274,1/2D S,B  CU,0.42
1/17/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,54153,3,MKn044,112X279,1CAPI,CU,0.85
1/17/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,71292,1,MKi289,95X340,1CAPI,CU,0.51
1/17/19,RECTANGULARES  (GPO 11),C.HOLTON,Arranque despues de Paro Progr,20,69586,2,MKn743,118X293,2CA,AL,0.67
1/18/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,123030,1,MKt478,76X289,1/4 D,CU,0.58
1/18/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,25242,2,MKj877,91x410,SUAVE,CU,1
1/18/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,127232,1,MKt391,115X302,1/4 D,CU,1
1/18/19,Devanado y Empaque,DECCO,Arranque despues de Paro Progr,20,85014,2,MKj877,91x410,SUAVE,CU,0.5
1/18/19,Devanado y Empaque,MR 1,Arranque despues de Paro Progr,20,42405,2,MKj877,91x410,SUAVE,CU,0.67
1/18/19,Devanado y Empaque,MR 2,Arranque despues de Paro Progr,20,47959,1,MKt391,115X302,1/4 D,CU,2
1/18/19,Devanado y Empaque,REDEX,Arranque despues de Paro Progr,20,78495,3,MKn742,150X600,2CA,AL,0.5
1/18/19,ENCINTADORA DE INDUCCIO,N KAPTON 1,Arranque despues de Paro Progr,20,8314,3,MKn743,118X293,2CA,AL,0.51
1/18/19,ENCINTADORA DE INDUCCIO,N KAPTON 2,Arranque despues de Paro Progr,20,71292,1,MKi289,95X340,1CAPI,CU,0.5
1/19/19,ESTIRADO GRUESO MAGNETO,KIESELST,Arranque despues de Paro Progr,20,123030,1,MKg384,162X324,CDN,CU,0.92
